Source,Target,Weight
100035023396460,100054822065300,1
100035023396460,100011342852897,1
100035023396460,100030872834084,1
100035023396460,100089308819242,1
100035023396460,100035896125098,1
100035023396460,100081409162943,1
100035023396460,100022149903187,1
100035023396460,100053788175062,1
100035023396460,100048897124951,1
100035023396460,100064565297134,1
100035023396460,100035259465840,1
100064565297134,100064325330824,1
100064565297134,100009611611790,1
100064565297134,100054822065300,1
100064565297134,100033949173780,1
100064565297134,100050469920542,1
100064565297134,100066666066590,1
100064565297134,100011342852897,1
100064565297134,100030872834084,1
100064565297134,100089308819242,1
100064565297134,100035896125098,1
100064565297134,100073814203575,1
100064565297134,100081409162943,1
100064565297134,100022149903187,1
100064565297134,100053788175062,1
100064565297134,100048897124951,1
100064565297134,100035023396460,1
100064565297134,100035259465840,1
100064565297134,100009349743990,1
100064565297134,61565580315900,1
100035259465840,100001684539523,1
100035259465840,100064325330824,1
100035259465840,100022423986574,1
100035259465840,100014362902672,1
100035259465840,100054822065300,1
100035259465840,100043156562199,1
100035259465840,100050469920542,1
100035259465840,100011342852897,1
100035259465840,100030872834084,1
100035259465840,100089308819242,1
100035259465840,100035896125098,1
100035259465840,100073814203575,1
100035259465840,100043264090427,1
100035259465840,100017687881919,1
100035259465840,100081409162943,1
100035259465840,100093277244095,1
100035259465840,1274827215,1
100035259465840,100022149903187,1
100035259465840,100053788175062,1
100035259465840,100048897124951,1
100035259465840,100035023396460,1
100035259465840,100064565297134,1
100035259465840,100054157940597,1
100054157940597,100001684539523,1
100054157940597,100022423986574,1
100054157940597,100014362902672,1
100054157940597,100043156562199,1
100054157940597,100050469920542,1
100054157940597,100089308819242,1
100054157940597,100073814203575,1
100054157940597,100017687881919,1
100054157940597,100093277244095,1
100054157940597,1274827215,1
100054157940597,100053788175062,1
100054157940597,100035259465840,1
100009349743990,100009611611790,1
100009349743990,100054822065300,1
100009349743990,100033949173780,1
100009349743990,100050469920542,1
100009349743990,100066666066590,1
100009349743990,100030872834084,1
100009349743990,100073814203575,1
100009349743990,100022149903187,1
100009349743990,100064565297134,1
100009349743990,61565580315900,1
100086389967483,100014362902672,1
100086389967483,100089308819242,1
100086389967483,100015666964603,1
100086389967483,100073814203575,1
100086389967483,100093277244095,1
100086389967483,100022149903187,1
100086389967483,100053788175062,1
100086389967483,100048897124951,1
61565580315900,100009611611790,1
61565580315900,100054822065300,1
61565580315900,100033949173780,1
61565580315900,100050469920542,1
61565580315900,100066666066590,1
61565580315900,100030872834084,1
61565580315900,100073814203575,1
61565580315900,100022149903187,1
61565580315900,100064565297134,1
61565580315900,100009349743990,1
