Source,Target,Weight
100026907492072,100079989170790,2
100026907492072,100079440770802,2
100026907492072,100004297694987,2
100026907492072,100092296245202,2
100026907492072,100083295727262,2
100026907492072,100041188877434,2
100026907492072,100065340960858,2
100026907492072,100088168869967,2
100026907492072,100091257196613,2
100026907492072,100009325673884,2
100026907492072,100089441656893,2
100026907492072,100083520887636,2
100026907492072,100002123869936,2
100026907492072,100082257806963,2
100085040808935,100086756088955,18
100085040808935,100006069215765,4
100085040808935,100026907492072,2
100085040808935,100080327048230,18
100085040808935,100007096600721,2
100085040808935,61560427569839,1
100085040808935,100038394284854,1
100085040808935,100006833971820,11
100085040808935,100041792267293,2
100085040808935,100001884645265,13
100085040808935,100035713475971,9
100085040808935,100082469666072,18
100085040808935,100009649545320,4
100085040808935,100007811195773,5
100085040808935,100086136287688,18
100085040808935,100037971341540,3
100085040808935,100081944692856,18
100085040808935,100078589998620,18
100085040808935,100005968629295,1
100085040808935,100012920975012,2
100085040808935,100094123076091,18
100085040808935,100010574713732,4
100085040808935,100007981214611,1
100085040808935,100023224607339,2
100085040808935,100011715770449,3
100085040808935,100079779367930,18
100085040808935,100079989170790,18
100085040808935,100019552652541,2
100085040808935,100014976528411,2
100085040808935,100079440770802,18
100085040808935,100004297694987,2
100085040808935,100011330460038,2
100085040808935,100008220900883,4
100085040808935,100092296245202,18
100085040808935,100001657913682,1
100085040808935,100028221665425,2
100085040808935,100083295727262,18
100085040808935,100009466671559,1
100085040808935,100041188877434,4
100085040808935,100065340960858,2
100085040808935,100003772572780,3
100085040808935,100088168869967,18
100085040808935,100008028272799,2
100085040808935,100004453693695,2
100085040808935,100002537883844,6
100085040808935,100091257196613,18
100085040808935,100014225087232,2
100085040808935,100009325673884,2
100085040808935,100041498236937,2
100085040808935,100089441656893,18
100085040808935,100008612223457,3
100085040808935,100060479528651,2
100085040808935,100009791952257,4
100085040808935,100002115140000,2
100085040808935,100011849643689,1
100085040808935,100050422320707,3
100085040808935,100027296823095,1
100085040808935,100083520887636,18
100085040808935,100013653588406,2
100085040808935,100002123869936,2
100085040808935,100082257806963,18
100085040808935,100004787044962,2
100080327048230,100086756088955,18
100080327048230,100006069215765,4
100080327048230,100026907492072,2
100080327048230,100085040808935,18
100080327048230,100007096600721,2
100080327048230,61560427569839,1
100080327048230,100038394284854,1
100080327048230,100006833971820,11
100080327048230,100041792267293,2
100080327048230,100001884645265,13
100080327048230,100035713475971,9
100080327048230,100082469666072,18
100080327048230,100009649545320,4
100080327048230,100007811195773,5
100080327048230,100086136287688,18
100080327048230,100037971341540,3
100080327048230,100081944692856,18
100080327048230,100078589998620,18
100080327048230,100005968629295,1
100080327048230,100012920975012,2
100080327048230,100094123076091,18
100080327048230,100010574713732,4
100080327048230,100007981214611,1
100080327048230,100023224607339,2
100080327048230,100011715770449,3
100080327048230,100079779367930,18
100080327048230,100079989170790,18
100080327048230,100019552652541,2
100080327048230,100014976528411,2
100080327048230,100079440770802,18
100080327048230,100004297694987,2
100080327048230,100011330460038,2
100080327048230,100008220900883,4
100080327048230,100092296245202,18
100080327048230,100001657913682,1
100080327048230,100028221665425,2
100080327048230,100083295727262,18
100080327048230,100009466671559,1
100080327048230,100041188877434,4
100080327048230,100065340960858,2
100080327048230,100003772572780,3
100080327048230,100088168869967,18
100080327048230,100008028272799,2
100080327048230,100004453693695,2
100080327048230,100002537883844,6
100080327048230,100091257196613,18
100080327048230,100014225087232,2
100080327048230,100009325673884,2
100080327048230,100041498236937,2
100080327048230,100089441656893,18
100080327048230,100008612223457,3
100080327048230,100060479528651,2
100080327048230,100009791952257,4
100080327048230,100002115140000,2
100080327048230,100011849643689,1
100080327048230,100050422320707,3
100080327048230,100027296823095,1
100080327048230,100083520887636,18
100080327048230,100013653588406,2
100080327048230,100002123869936,2
100080327048230,100082257806963,18
100080327048230,100004787044962,2
100007096600721,100086756088955,2
100007096600721,100085040808935,2
100007096600721,100080327048230,2
100007096600721,100006833971820,2
100007096600721,100001884645265,2
100007096600721,100082469666072,2
100007096600721,100009649545320,2
100007096600721,100086136287688,2
100007096600721,100081944692856,2
100007096600721,100078589998620,2
100007096600721,100094123076091,2
100007096600721,100010574713732,2
100007096600721,100079779367930,2
100007096600721,100079989170790,2
100007096600721,100079440770802,2
100007096600721,100008220900883,2
100007096600721,100092296245202,2
100007096600721,100028221665425,2
100007096600721,100083295727262,2
100007096600721,100088168869967,2
100007096600721,100091257196613,2
100007096600721,100089441656893,2
100007096600721,100083520887636,2
100007096600721,100082257806963,2
61560427569839,100086756088955,1
61560427569839,100085040808935,1
61560427569839,100080327048230,1
61560427569839,100082469666072,1
61560427569839,100086136287688,1
61560427569839,100081944692856,1
61560427569839,100078589998620,1
61560427569839,100094123076091,1
61560427569839,100079779367930,1
61560427569839,100079989170790,1
61560427569839,100079440770802,1
61560427569839,100092296245202,1
61560427569839,100083295727262,1
61560427569839,100003772572780,1
61560427569839,100088168869967,1
61560427569839,100091257196613,1
61560427569839,100089441656893,1
61560427569839,100050422320707,1
61560427569839,100083520887636,1
61560427569839,100082257806963,1
100038394284854,100086756088955,1
100038394284854,100085040808935,1
100038394284854,100080327048230,1
100038394284854,100006833971820,1
100038394284854,100001884645265,1
100038394284854,100035713475971,1
100038394284854,100082469666072,1
100038394284854,100086136287688,1
100038394284854,100081944692856,1
100038394284854,100078589998620,1
100038394284854,100094123076091,1
100038394284854,100011715770449,1
100038394284854,100079779367930,1
100038394284854,100079989170790,1
100038394284854,100079440770802,1
100038394284854,100092296245202,1
100038394284854,100001657913682,1
100038394284854,100083295727262,1
100038394284854,100088168869967,1
100038394284854,100002537883844,1
100038394284854,100091257196613,1
100038394284854,100089441656893,1
100038394284854,100008612223457,1
100038394284854,100011849643689,1
100038394284854,100083520887636,1
100038394284854,100082257806963,1
100006833971820,100086756088955,11
100006833971820,100006069215765,2
100006833971820,100026907492072,2
100006833971820,100085040808935,11
100006833971820,100080327048230,11
100006833971820,100007096600721,2
100006833971820,100038394284854,1
100006833971820,100041792267293,2
100006833971820,100001884645265,11
100006833971820,100035713475971,5
100006833971820,100082469666072,11
100006833971820,100009649545320,4
